ShipmentID,VendorID,ProductID,Quantity,ShipDate,ActualDeliveryDate,ExpectedDeliveryDate,Status,ShippingMode,CarrierName,DelayReason,DeliveryCost,TrackingID
11831,481,724,3,2024-12-31,2025-01-22,2025-01-24,Delivered,Air,XPO Logistics,,195.91,81b17a06-dd47-4cf4-a4c1-c152520464be
11832,74,564,43,2024-10-04,2024-10-11,2024-10-12,Delivered,Air,Expeditors International,,187.81,b57cedce-dbf1-4a2c-a10a-c374ce4ce642
11833,12,611,47,2023-11-25,2023-11-29,2023-12-01,Delivered,Sea,C.H. Robinson,,163.44,53e02569-e0bb-40cd-af4b-336d8d8a69a6
11834,125,388,32,2025-07-26,2025-08-10,2025-08-07,Delivered,Air,ArcBest,,143.41,1cc41437-ba55-4c9b-bf4a-beec943fc0c4
11835,296,211,30,2025-03-14,2025-04-01,2025-04-01,Delivered,Sea,DHL,,12.96,d7fc5bb9-1fd9-48f0-a475-feb06265e676
11836,125,385,84,2023-11-24,,2023-12-06,Pending,Sea,Ryder,,104.51,ffe408dc-344f-4b84-87aa-6f5f1bb18e52
11837,98,1294,7,2024-10-22,2024-11-05,2024-11-03,Delivered,Sea,Panalpina,,165.31,80034081-b151-4aa9-9de7-51d82e5a945d
11838,349,1535,51,2024-08-09,2024-08-23,2024-08-23,Delivered,Air,DHL,,95.73,f0750fe2-679f-40cf-890c-0937cdb73800
11839,119,1166,99,2025-06-05,2025-06-16,2025-06-13,Delivered,Sea,Expeditors International,,37.81,c43c1466-12b0-436c-8c87-1ea88373e605
11840,343,923,3,2024-03-22,2024-04-09,2024-04-08,Delivered,Road,Panalpina,,13.12,d402d72c-b1f5-44e2-95a1-a77b16c9da81
11841,448,1071,28,2025-02-17,2025-03-02,2025-03-02,Delivered,Air,ArcBest,,35.66,f6ef372c-0d8e-48ae-9eef-2eb21014f9ae
11842,222,78,1,2025-02-28,2025-03-15,2025-03-16,Delivered,Sea,UPS,,49.0,eadfd279-d90a-48a8-9e94-ac04ce12f63d
11843,156,1036,53,2024-08-25,2024-09-13,2024-09-12,Delivered,Road,Panalpina,,130.16,206b0992-62a3-4374-806b-1b9785ca1dad
11844,84,1252,16,2024-07-29,2024-08-08,2024-08-06,Delivered,Sea,Old Dominion Freight Line,,24.55,2e21e3ee-0375-4642-b463-8b5493040039
11845,371,1413,66,2024-04-09,2024-04-22,2024-04-22,Delivered,Sea,J.B. Hunt,,62.15,5682ab8d-7260-494b-893d-531df361dd6f
11846,331,191,62,2024-10-31,2024-11-18,2024-11-15,Delivered,Sea,UPS,,81.35,a1784683-61e1-4791-b848-615b5f0f67cf
11847,157,37,97,2025-01-14,2025-02-01,2025-01-23,Delayed,Air,Estes Express Lines,Missing Documentation,61.1,e862f497-f5b9-422c-949a-0be1bc4a58c3
11848,107,1410,25,2025-01-13,2025-02-03,2025-02-01,Delivered,Air,DB Schenker,,157.94,ec9045a8-8d82-4e94-9daa-fd7170df2686
11849,419,1235,75,2024-06-04,2024-06-23,2024-06-21,Delivered,Sea,Panalpina,,132.28,1cca6bca-0cc5-4abb-8ea0-35f84eeea26c
11850,116,1423,28,2024-11-19,2024-12-02,2024-11-29,Delivered,Road,Ryder,,54.59,cbc64e26-164d-43e1-b38b-fa0375bbb4e2
11851,387,1709,42,2025-03-22,2025-03-30,2025-03-31,Delivered,Sea,Panalpina,,195.26,f6e9dbf2-d229-4aba-8f03-b683699be6b8
11852,466,1972,21,2024-11-10,2024-12-08,2024-12-09,Delivered,Road,Panalpina,,60.33,15c8638a-45bd-4673-93ff-7c95171a0eaf
11853,254,1805,3,2024-08-27,2024-09-27,2024-09-14,Delayed,Air,Ryder,Customs,76.28,af3dea5e-abfa-4511-bb57-cf4e1875a92b
11854,366,512,25,2024-09-25,2024-10-09,2024-10-08,Delivered,Road,USPS,,79.93,9e07e8e9-2dde-41bc-9bed-9dad8e15b88b
11855,25,1703,83,2024-02-07,2024-02-14,2024-02-11,Delivered,Air,Panalpina,,36.06,07c711d9-ad67-48e8-a14e-f037f92d6ec1
11856,117,1603,100,2025-01-28,2025-02-12,2025-02-10,Delivered,Air,TNT Express,,186.46,1d826602-c772-4572-afee-b4d8685c8125
11857,419,1939,15,2023-10-15,2023-11-02,2023-11-01,Delivered,Sea,YRC Worldwide,,134.96,ecd148b2-d238-4ead-8fce-137c77f3fbc3
11858,384,1941,17,2025-08-11,2025-08-25,2025-08-25,Delivered,Sea,Estes Express Lines,,164.25,97e80293-1bf8-493e-9a45-d69225d57a77
11859,232,1606,3,2025-09-01,2025-09-14,2025-09-16,Delivered,Air,FedEx,,129.88,f52c5f86-6c92-42ff-ba33-ce0e2967b1d2
11860,122,1900,43,2025-04-05,2025-04-21,2025-04-20,Delivered,Sea,Kuehne + Nagel,,47.32,620ed5af-0025-44d4-a899-5d7d534dc6b2
11861,389,1349,99,2023-12-08,2023-12-22,2023-12-21,Delivered,Sea,Kuehne + Nagel,,103.18,8a7aa778-a199-46ce-a211-ae74543cec09
11862,271,457,49,2024-11-06,2024-12-04,2024-11-14,Delayed,Sea,Panalpina,Weather,93.79,63ac0a86-df54-4d69-8bf9-bc4dd849d865
11863,162,1976,3,2024-08-13,2024-08-21,2024-08-23,Delivered,Sea,Estes Express Lines,,175.47,d2072719-9865-41a2-95a3-d8e5aff76908
11864,431,1302,16,2023-12-05,2023-12-11,2023-12-13,Delivered,Road,Amazon Logistics,,25.06,ed516e61-b9a4-4f92-8fc4-30a8fb71b4b8
11865,287,270,29,2023-11-14,,2023-11-30,Pending,Air,Panalpina,,25.07,8aa8d567-dfe6-4a83-a9ac-ac4e6e8db18c
11866,476,1518,22,2024-01-30,2024-03-03,2024-02-29,Delivered,Road,Expeditors International,,158.64,f7d9cda0-c258-41db-8d1b-61f8de043ce4
11867,223,364,42,2025-06-26,2025-07-14,2025-07-13,Delivered,Air,FedEx,,162.77,cf09b145-c465-4212-aa91-1290c85175f2
11868,88,884,62,2025-05-09,2025-05-27,2025-05-24,Delivered,Sea,Old Dominion Freight Line,,72.66,75bcc050-c946-44c4-9266-a4ac9d147e84
11869,51,1870,18,2024-09-01,2024-09-19,2024-09-20,Delivered,Air,Deutsche Post,,180.2,4f134ed0-9313-4d94-8583-10f82a00fbd1
11870,355,1254,99,2025-08-24,2025-09-04,2025-09-03,Delivered,Road,Old Dominion Freight Line,,198.57,aefc378e-84a7-4527-868f-c40d51ac77d2
11871,479,1133,75,2025-02-25,2025-03-22,2025-03-21,Delivered,Air,Expeditors International,,128.2,afd23c1a-6ba1-44ab-b575-ea19f8b916b8
11872,241,1684,78,2024-11-25,,2024-12-11,Pending,Road,Panalpina,,171.65,83aa7f98-9b5f-4735-9f04-2fbd8a07656d
11873,49,1584,61,2025-05-23,2025-06-12,2025-05-26,Delayed,Sea,YRC Worldwide,Weather,177.02,ce1500ad-df03-43cd-92a1-7ef53678ca2d
11874,22,257,87,2024-01-30,2024-02-15,2024-02-02,Delayed,Air,UPS,Missing Documentation,123.98,3ef26f48-e821-4a37-bf8f-c5d82438536f
11875,119,896,79,2023-12-29,2024-01-09,2024-01-06,Delivered,Air,FedEx,,155.1,526475bf-381a-483e-82e2-5b9237a7fd66
11876,193,580,79,2024-12-26,2025-01-11,2025-01-10,Delivered,Sea,YRC Worldwide,,26.37,91d608b1-d94a-44b6-8d9e-9668f23fce34
11877,163,839,62,2024-09-29,2024-10-12,2024-10-14,Delivered,Sea,J.B. Hunt,,79.21,4ff297fd-d8f7-41ad-a4c6-eb54c28525cb
11878,70,1056,62,2024-01-07,2024-01-16,2024-01-18,Delivered,Sea,Saia,,87.52,8f231ec6-ecd4-4843-b3a6-f4eeb1da7c41
11879,130,1005,90,2024-06-13,2024-06-21,2024-06-21,Delivered,Sea,J.B. Hunt,,8.62,96fc194f-1b4e-487b-80c4-91cc16b3325f
11880,38,382,53,2023-12-20,2023-12-29,2023-12-27,Delivered,Sea,USPS,,125.9,9147bd43-7760-4889-bb24-3e08bcb74f63
11881,142,1889,31,2024-07-28,2024-08-10,2024-08-09,Delivered,Air,J.B. Hunt,,34.56,f92795bc-b93e-4919-a90a-1abdcd2c890c
11882,1,1816,72,2024-10-29,2024-11-04,2024-11-01,Delivered,Air,Estes Express Lines,,143.0,8c23ae0d-3727-444b-b290-c1619eba51ee
11883,189,986,53,2023-11-13,2023-11-26,2023-11-27,Delivered,Air,FedEx,,117.97,0a465230-377b-4905-8e48-fca5fb8619da
11884,164,1754,42,2024-10-04,2024-10-11,2024-10-12,Delivered,Road,Old Dominion Freight Line,,38.44,3e3940f1-db0a-49d6-a326-0638f8045c8a
11885,260,1435,50,2024-01-03,,2024-01-13,Pending,Road,TNT Express,,84.02,11fb47bd-22d3-4ee7-8d58-df4963f98cda
11886,382,697,24,2024-04-04,2024-05-05,2024-04-23,Delayed,Road,J.B. Hunt,Supplier Delay,111.51,6ae632c7-bb65-47d6-b1e5-492f89abd412
11887,20,931,15,2025-05-30,2025-06-05,2025-06-06,Delivered,Road,XPO Logistics,,62.86,1eb4f95e-55ec-48a9-9588-8ca639d6032f
11888,160,1284,38,2025-07-11,2025-07-27,2025-07-28,Delivered,Road,FedEx,,92.57,b0f2077b-ff9b-4b70-9673-458d727caad0
11889,290,1368,31,2024-07-09,2024-07-22,2024-07-24,Delivered,Sea,Saia,,17.61,e8e46fbb-c664-43e0-84e0-a9dcc5231254
11890,6,428,21,2025-01-11,2025-01-20,2025-01-17,Delivered,Sea,FedEx,,41.14,4bdaf635-205a-463f-a327-146524cc0081
11891,149,1211,86,2024-03-26,2024-04-03,2024-04-04,Delivered,Sea,UPS,,138.73,d82d0fb2-1708-4480-b309-ded842095d33
11892,81,301,82,2025-01-22,2025-02-02,2025-01-31,Delivered,Road,DB Schenker,,65.0,23fee25c-6e59-47c4-890a-6aeb2823acf6
11893,208,1524,45,2024-12-26,2025-01-03,2025-01-03,Delivered,Air,DB Schenker,,126.58,13bbaa48-4885-4f70-9a7e-6c8f5babffbb
11894,327,960,100,2025-07-21,2025-08-05,2025-08-04,Delivered,Road,USPS,,98.45,f556e820-f7f1-4bdf-84d4-bd68c8c6ebc7
11895,382,1362,62,2023-12-03,2023-12-25,2023-12-22,Delivered,Air,J.B. Hunt,,6.42,3d3f45fc-d859-4699-8b93-5be5b3b562be
11896,53,1210,93,2024-07-30,2024-08-12,2024-08-10,Delivered,Air,Old Dominion Freight Line,,17.23,9a3d3cca-e01f-4d89-bdb8-fe4887dfcc39
11897,211,58,40,2024-11-02,2024-11-16,2024-11-13,Delivered,Sea,J.B. Hunt,,58.62,611f48e7-1c3c-4a50-9635-ae0d8e044d56
11898,6,1520,11,2024-09-26,2024-09-30,2024-10-02,Delivered,Air,Old Dominion Freight Line,,26.05,c0ebc61e-b971-40b1-b9fd-4e660c329ede
11899,282,1451,54,2025-03-28,2025-04-18,2025-04-16,Delivered,Road,ArcBest,,83.47,e4011dee-8a4f-4b82-a566-c8f09ad2b351
11900,374,1174,8,2025-06-12,2025-06-28,2025-06-25,Delivered,Sea,J.B. Hunt,,7.02,6e4e61fc-358f-4c0d-988e-a41a1259427c
11901,465,941,18,2024-11-18,2024-12-29,2024-12-12,Delayed,Sea,FedEx,Weather,182.71,4ace0e58-fcb8-4370-b757-818acdc29a97
11902,233,995,54,2024-04-30,2024-05-16,2024-05-17,Delivered,Air,Estes Express Lines,,138.99,1115fa04-0f54-4b42-b545-df500561c5e2
11903,378,1031,17,2024-04-19,2024-05-04,2024-05-05,Delivered,Air,Kuehne + Nagel,,82.06,007564af-d823-4bc4-9b74-9a9d6ef94625
11904,42,161,100,2024-12-23,2024-12-31,2024-12-28,Delivered,Sea,USPS,,61.96,5b9d61f0-50ef-4283-ad56-dc8bd5f4e3a7
11905,308,1299,89,2025-02-22,2025-03-01,2025-03-03,Delivered,Road,Panalpina,,161.71,9b3d24e4-1e66-4514-ac46-f3cd495550be
11906,60,267,91,2024-10-25,2024-11-10,2024-11-10,Delivered,Road,Ryder,,52.01,9ea9e1ee-80c4-44cc-ba7e-4e41e96fdc58
11907,319,316,25,2025-09-23,2025-10-16,2025-10-05,Delayed,Road,USPS,Missing Documentation,151.06,622ffa7f-bc81-493d-8a9a-44be01039e9b
11908,66,292,64,2025-01-10,2025-01-17,2025-01-18,Delivered,Air,Panalpina,,94.79,5afda9d8-fd3d-49e2-9096-25c08d837bc8
11909,13,597,61,2024-03-14,2024-03-19,2024-03-20,Delivered,Sea,YRC Worldwide,,41.35,3625c79e-f45a-4ddb-81dc-ea19037d3e99
11910,47,1838,11,2024-06-10,,2024-06-17,Pending,Sea,UPS,,61.55,51282eba-7f48-432b-b763-be0f9f5c009d
11911,380,453,79,2023-10-15,2023-10-23,2023-10-25,Delivered,Sea,Expeditors International,,119.43,5dc672ac-3a17-410d-9520-f242710aca0a
11912,211,1362,19,2025-07-13,2025-07-23,2025-07-24,Delivered,Air,Saia,,193.53,15062c38-83c7-4a7b-8ebc-880f8e860e25
11913,22,1742,78,2025-07-16,2025-07-22,2025-07-19,Delivered,Road,USPS,,140.46,57850372-bc5b-460b-8acf-2907b11beeeb
11914,263,1909,84,2024-12-19,2025-01-04,2025-01-06,Delivered,Sea,J.B. Hunt,,62.9,554cbe28-d181-4f8d-abb2-16d725809163
11915,448,1204,92,2025-03-14,2025-03-26,2025-03-27,Delivered,Road,Ryder,,25.76,4972628d-d245-4549-bfec-213522fa1cd7
11916,311,461,30,2024-03-09,2024-03-27,2024-03-27,Delivered,Air,FedEx,,150.43,5e0297ea-a1b2-4cbf-aee0-c24f98dda875
11917,189,967,10,2025-04-28,2025-05-15,2025-05-12,Delivered,Road,Estes Express Lines,,105.54,ab295b3a-9d38-4174-80ed-fcfc4ef75bbf
11918,494,1628,73,2024-03-04,2024-03-29,2024-03-31,Delivered,Air,Ryder,,172.4,821df017-09fa-400d-91f6-861479b42e6e
11919,156,50,11,2024-02-16,2024-03-06,2024-03-05,Delivered,Air,FedEx,,74.38,6f111368-b46d-42da-a435-14d11af0d2e3
11920,438,275,29,2024-02-01,2024-02-16,2024-02-15,Delivered,Road,Saia,,78.43,62dac143-7210-400d-9ff6-868307df0eeb
11921,416,1405,11,2023-11-07,2023-11-16,2023-11-15,Delivered,Air,J.B. Hunt,,183.37,41c8ac26-d363-4903-a533-b6039095c555
11922,296,776,89,2024-02-07,2024-02-23,2024-02-25,Delivered,Sea,Expeditors International,,147.01,11f665a0-905c-4635-8fbb-486071bf9059
11923,373,1084,72,2024-11-27,2024-12-16,2024-12-15,Delivered,Air,Ryder,,125.96,52c16b85-fcb0-4fce-972d-2a89aa5e05e5
11924,494,1522,21,2025-06-10,2025-07-08,2025-07-07,Delivered,Air,J.B. Hunt,,20.82,56242c66-ba3b-47f1-8ac0-f1c35da71c0b
11925,293,1969,16,2025-01-21,2025-02-09,2025-02-04,Delayed,Air,Estes Express Lines,Missing Documentation,11.77,a23ef023-fb4b-4123-890b-a36fe5007f2e
11926,145,301,27,2024-02-08,2024-02-22,2024-02-20,Delivered,Sea,Panalpina,,24.83,1a1881f7-f4d8-409e-857b-95b8868c8ad7
11927,294,153,83,2025-06-23,2025-07-06,2025-07-07,Delivered,Air,Estes Express Lines,,32.05,e168aa0d-7a19-47a0-9917-63af5cfc6bec
11928,387,1001,39,2025-05-09,2025-05-16,2025-05-18,Delivered,Air,Old Dominion Freight Line,,98.32,a1f556da-6239-401d-9d48-7f19015a9eee
11929,476,1369,59,2024-02-11,2024-03-10,2024-03-12,Delivered,Air,Deutsche Post,,182.42,0f811cac-e94f-4dfb-8335-b2f4bffd2a90
11930,55,1939,74,2024-09-14,2024-09-29,2024-09-26,Delivered,Road,YRC Worldwide,,161.95,82050465-3905-45e7-b3b7-b0f1ef2fd986
11931,236,884,28,2024-07-12,2024-07-20,2024-07-20,Delivered,Sea,Expeditors International,,81.15,41f1e49f-2b8a-4bb4-9044-7b5a11ce7c32
11932,96,1587,66,2024-09-28,2024-10-17,2024-10-14,Delivered,Sea,Deutsche Post,,48.89,127730a8-5c50-4c23-8410-eb6d298dad1b
11933,103,1298,99,2025-07-25,2025-08-04,2025-08-06,Delivered,Sea,Kuehne + Nagel,,148.69,b6ea099b-a9d8-4d08-8631-feda93029209
11934,96,1975,35,2025-02-14,2025-02-28,2025-03-02,Delivered,Air,Panalpina,,95.0,c11044fd-abf5-4ec6-b39d-d42d9af11aec
11935,170,1533,72,2025-02-05,2025-02-17,2025-02-18,Delivered,Air,Deutsche Post,,137.08,17838659-c302-409c-9034-55c00b2755f8
11936,400,1555,84,2025-08-07,,2025-08-15,Pending,Road,Panalpina,,25.59,141afabb-71de-4b12-a900-338c4a1087cf
11937,199,1776,43,2024-04-30,2024-05-13,2024-05-10,Delivered,Road,Ryder,,65.93,4d975af4-db4a-4bfd-9b47-7e38d4246d3f
11938,136,1550,81,2025-02-14,2025-02-26,2025-02-24,Delivered,Road,Saia,,181.67,53db597c-2dfa-4c5b-9a43-82304451637b
11939,164,1371,28,2025-05-13,2025-05-24,2025-05-21,Delivered,Road,Panalpina,,158.12,a41a160f-e36b-4292-9027-be5409e3c1f8
11940,468,1896,91,2025-07-02,2025-07-26,2025-07-23,Delivered,Sea,DB Schenker,,36.85,608d7d42-93fe-486c-a009-fb57c3b01dbe
11941,308,1230,19,2025-09-27,2025-10-04,2025-10-06,Delivered,Air,Kuehne + Nagel,,81.47,10e2342c-88cc-4681-b531-23f79ca0c531
11942,22,718,27,2024-11-17,2024-11-23,2024-11-20,Delivered,Sea,TNT Express,,160.96,c5c0487a-3f55-49b4-a825-956cfd48457f
11943,210,1609,20,2024-03-26,2024-04-07,2024-04-08,Delivered,Air,Old Dominion Freight Line,,164.67,cab22829-a3ac-457d-85a1-454ca338dbdf
11944,108,1043,29,2024-09-19,2024-10-05,2024-10-04,Delivered,Road,Old Dominion Freight Line,,45.28,0e327f0e-ab11-4496-9779-d0aca24d40cd
11945,157,1589,37,2023-10-20,2023-11-01,2023-10-29,Delivered,Air,DHL,,171.47,40a61fa3-9db7-4512-bf72-082e80e047ad
11946,127,1164,55,2025-06-20,2025-07-02,2025-07-01,Delivered,Sea,Deutsche Post,,35.28,655f7af1-42ce-4f7a-8b62-13801b49ffee
11947,309,365,17,2024-10-19,2024-11-04,2024-10-27,Delayed,Sea,Amazon Logistics,Weather,184.54,59ffa0aa-c5a0-4bbb-b7b4-5dcec34a3e3a
11948,400,1702,43,2025-05-06,2025-05-13,2025-05-14,Delivered,Air,FedEx,,23.34,f1727a4e-efd4-49ff-8000-773f6864b6a1
11949,92,347,45,2024-10-12,2024-10-25,2024-10-25,Delivered,Sea,YRC Worldwide,,165.62,62b7e5e2-7e34-4c06-8be4-3e11e6ea0299
11950,486,323,95,2025-05-17,2025-06-20,2025-06-09,Delayed,Sea,TNT Express,Missing Documentation,57.52,b4f8526e-518d-4f34-872d-9cf5280d0b0e
11951,436,1329,1,2025-01-10,2025-01-16,2025-01-18,Delivered,Air,YRC Worldwide,,19.96,55ee1dd6-f367-4ccd-8162-432d69f6f223
11952,303,119,30,2025-03-07,2025-03-23,2025-03-22,Delivered,Air,Kuehne + Nagel,,186.52,77efe507-6d27-4e74-aedf-8ba0bf897a14
11953,103,619,60,2024-11-22,2024-12-04,2024-12-04,Delivered,Air,Deutsche Post,,179.02,c352ca7c-ef2e-442f-8bc2-72243cb82ec8
11954,107,1837,90,2024-12-28,2025-01-17,2025-01-16,Delivered,Road,DB Schenker,,160.08,4d7d4b9f-6b1e-4106-9d5f-1174dfbd0528
11955,94,1259,35,2024-11-26,2024-12-24,2024-12-15,Delayed,Air,C.H. Robinson,Weather,133.7,710d772a-6df2-4ce1-95a5-ed027d0b84ad
11956,482,1584,49,2023-12-13,,2024-01-12,Pending,Sea,USPS,,192.5,5ce22155-1fd5-4819-9b11-223971d332a8
11957,404,1652,78,2025-07-07,2025-07-18,2025-07-16,Delivered,Sea,Ryder,,52.56,f4a5c748-d99b-4a42-895b-53a0f9dd42ef
11958,369,953,67,2024-01-07,2024-01-25,2024-01-22,Delivered,Road,ArcBest,,144.86,00948f5a-28f4-4935-b30d-e5efca6703cc
11959,418,1739,77,2024-05-10,2024-05-21,2024-05-20,Delivered,Road,DB Schenker,,120.26,175fd87b-a83c-4306-84fb-9c34512fc636
11960,68,1982,27,2025-07-15,2025-08-22,2025-08-02,Delayed,Air,Kuehne + Nagel,Logistics Issue,41.29,5724811f-a9ef-4397-a604-8874f621bc1e
11961,289,858,58,2024-07-29,2024-08-05,2024-08-06,Delivered,Road,DHL,,96.41,187d1588-9ec0-40c6-8ece-5680ccbcf8a3
11962,258,1618,5,2024-10-23,2024-11-05,2024-11-02,Delivered,Road,XPO Logistics,,125.36,6fad03eb-6cc0-492b-b072-6fca48820992
11963,278,1051,33,2024-03-29,2024-04-15,2024-04-17,Delivered,Air,Saia,,59.15,0608a8f3-5e99-4f2c-8f5b-f1432a459e34
11964,265,1183,45,2025-06-13,2025-06-28,2025-06-26,Delivered,Air,Saia,,59.14,27f00ef8-e03b-45a0-a2ef-623dbeec9979
11965,439,629,91,2024-04-12,,2024-05-01,Pending,Sea,C.H. Robinson,,159.18,25b1e2c6-cc8c-4a07-a2f7-3ecf889c75fc
11966,181,1417,36,2024-02-09,2024-03-13,2024-02-24,Delayed,Road,Kuehne + Nagel,Supplier Delay,17.1,ec2de291-64ad-42b3-a02b-558e91f2bfae
11967,208,533,45,2025-01-07,2025-01-15,2025-01-15,Delivered,Road,XPO Logistics,,22.93,da9c391a-eca9-4ce3-b7a6-2015d9e0de8e
11968,463,1427,65,2025-06-16,2025-07-14,2025-07-12,Delivered,Road,Panalpina,,61.06,359c1e11-d2a8-4794-9793-9a7f2e41f260
11969,393,156,97,2025-07-10,2025-07-27,2025-07-28,Delivered,Road,J.B. Hunt,,40.98,b54695e5-a5bc-472a-b9bf-9504f73cfd9f
11970,486,1835,98,2024-08-09,2024-09-03,2024-09-01,Delivered,Road,Ryder,,40.87,d6f9618c-9571-498b-866d-9b4a5de78c86
11971,143,1891,74,2023-11-11,2023-12-05,2023-11-23,Delayed,Sea,Estes Express Lines,Logistics Issue,86.24,44dd2a17-832f-4469-b3b2-dad744e9923f
11972,175,277,93,2025-04-17,2025-04-30,2025-04-29,Delivered,Sea,XPO Logistics,,142.77,30420f1c-8aa1-454e-a85c-d56f49139fd4
11973,324,1254,2,2025-02-22,2025-03-07,2025-03-09,Delivered,Road,XPO Logistics,,51.46,e7d65e55-bf0a-42b8-8d8a-0edf37de7dbf
11974,233,1979,75,2024-06-03,2024-06-22,2024-06-20,Delivered,Air,DHL,,77.78,d14b1261-eded-43d7-af7c-8f3df4194ad4
11975,145,1196,44,2023-10-14,2023-10-29,2023-10-26,Delivered,Road,DB Schenker,,121.99,20f04fa1-378f-4605-b1f0-5eb21a5b3994
11976,88,1137,77,2023-11-11,2023-11-28,2023-11-26,Delivered,Road,DB Schenker,,41.04,7fc0db6f-114f-4fa9-9195-6b31445161c3
11977,448,271,46,2024-07-11,2024-08-12,2024-07-24,Delayed,Sea,Saia,Logistics Issue,130.96,0f714ec0-2f18-455b-b1ec-483c2b7830ed
11978,396,80,70,2024-12-11,2024-12-18,2024-12-20,Delivered,Air,DHL,,76.0,7f2e5a84-af51-43cf-821c-ac820e203100
11979,422,1293,93,2024-10-28,2024-11-03,2024-11-05,Delivered,Air,FedEx,,106.0,506bd584-ec16-474b-877d-8a717e925c0a
11980,213,1083,78,2024-10-09,2024-10-18,2024-10-20,Delivered,Road,J.B. Hunt,,47.19,5c2141fd-f70f-46e2-9141-4243f8846f4a
11981,420,388,59,2025-08-22,2025-09-04,2025-09-02,Delivered,Sea,XPO Logistics,,19.27,a817e5b6-7dfb-47bb-ae63-69c6fa631ace
11982,269,772,85,2025-07-03,2025-07-11,2025-07-13,Delivered,Air,UPS,,158.62,b8a98092-ddff-41b3-92a9-138a9c49bfa3
11983,245,807,75,2024-12-24,,2025-01-04,Pending,Sea,XPO Logistics,,23.78,0e020f38-f171-44e7-bb05-d6a36f82cce5
11984,76,1106,24,2025-03-22,2025-04-25,2025-04-08,Delayed,Air,DHL,Missing Documentation,118.25,014ea35c-d912-4deb-8942-837123d0398c
11985,387,1623,58,2024-04-26,2024-05-04,2024-05-05,Delivered,Sea,C.H. Robinson,,44.89,7d6979ca-ab7c-41f9-b6d2-294c14dc58ab
11986,366,1696,18,2024-08-13,2024-08-26,2024-08-26,Delivered,Air,ArcBest,,135.95,88ae644b-52d8-4566-829d-8eec60cc85e7
11987,50,1841,31,2025-04-27,2025-05-04,2025-05-03,Delivered,Air,XPO Logistics,,131.53,2b36ca6e-ccb3-4b3a-86e2-61d7fd38ecb4
11988,69,1972,83,2025-02-01,2025-02-17,2025-02-15,Delivered,Air,Panalpina,,84.95,891fb67f-15a3-4047-bf08-83565e875cee
11989,396,1122,24,2024-11-27,2024-12-09,2024-12-06,Delivered,Sea,YRC Worldwide,,180.88,813b7a98-1d7c-4b9a-bed2-c0491d36f2be
11990,243,1676,51,2025-06-25,2025-07-03,2025-07-04,Delivered,Sea,XPO Logistics,,5.12,44c769c0-d753-4497-a969-c769e3ef9a8e
11991,197,1360,14,2025-07-29,2025-08-16,2025-08-13,Delivered,Sea,USPS,,16.37,8b24d4e8-74c1-4168-9139-348ab61578b3
11992,185,1626,55,2025-02-21,2025-03-10,2025-03-09,Delivered,Sea,TNT Express,,41.39,b0ba2274-de40-4e7a-a4a1-d86b36e287d3
11993,143,1509,45,2025-05-27,2025-06-28,2025-06-08,Delayed,Sea,UPS,Logistics Issue,35.11,66ffcac1-f217-4dad-88cc-70d204515944
11994,241,84,7,2024-08-04,2024-08-22,2024-08-20,Delivered,Air,DB Schenker,,60.32,57561e19-1540-44d5-bfe5-22081f319467
11995,81,1016,19,2024-05-13,,2024-05-22,Pending,Air,XPO Logistics,,117.78,8dfcfd54-1f02-4874-ba7f-ba9a21ab9c11
11996,165,1320,35,2024-03-07,2024-03-16,2024-03-15,Delivered,Air,Ryder,,15.74,862f268c-4db1-4182-94ae-4c8a89a50218
11997,453,1255,87,2024-06-21,2024-07-17,2024-07-19,Delivered,Road,ArcBest,,42.39,9e195c26-0359-43a9-b878-3dffc552bd56
11998,403,1500,20,2025-02-16,2025-03-05,2025-03-02,Delivered,Air,USPS,,30.56,403a0961-c22a-43a6-8a67-d8a429c61da3
11999,40,662,78,2025-05-10,2025-05-13,2025-05-15,Delivered,Sea,Panalpina,,46.34,74befe5b-7a8b-41e5-831a-c37e708d95d0
12000,55,257,44,2024-06-02,2024-06-12,2024-06-14,Delivered,Road,Panalpina,,111.25,8dad3e2b-2aa0-4eca-96a1-69bdbadf7472
12001,252,1678,94,2023-12-26,,2024-01-11,Pending,Road,Deutsche Post,,104.32,35936623-4fb0-4f84-bff8-dc1b38536941
12002,224,1138,87,2025-02-11,2025-02-26,2025-02-27,Delivered,Sea,Expeditors International,,92.81,f46e6929-77ab-4db5-b0a0-d7b0d41df3cd
12003,215,93,88,2024-08-23,2024-09-04,2024-09-04,Delivered,Road,UPS,,16.47,4274dd6a-fe5f-4a83-93b2-a849de4bc43d
12004,468,1987,53,2023-12-15,2024-01-06,2024-01-05,Delivered,Air,XPO Logistics,,192.73,0783bcf3-a65e-41b3-908b-0e8dbe47e200
12005,366,1288,54,2024-06-12,2024-06-26,2024-06-25,Delivered,Air,DB Schenker,,40.51,a769b8a9-7411-440c-a22d-f1a4276d3a81
12006,17,17,76,2024-09-13,2024-09-22,2024-09-20,Delivered,Sea,DB Schenker,,61.54,f93911c9-eb34-46db-9945-9ce4281944dd
12007,497,1182,91,2023-11-28,2023-12-29,2023-12-26,Delivered,Sea,UPS,,95.95,cb9db9de-6c18-4d6b-af0e-1a60ae27dec2
