InventoryID,ProductID,WarehouseID,StockOnHand,ReorderLevel,SafetyStock,StockAgeDays,AvgMonthlySales,StockStatus,LastPurchasePrice,LastUpdated
25049,56,111,983,53.0,5,19,7.8,Overstock,177.22,2024-10-16
25050,763,124,168,19.0,6,307,32.78,Overstock,246.81,2025-09-24
25051,383,183,48,7.0,6,153,49.44,OK,227.63,2025-07-22
25052,1833,27,397,7.0,6,78,11.53,Overstock,154.3,2025-06-02
25053,733,31,395,2.0,3,233,27.66,Overstock,74.2,2024-11-10
25054,117,166,423,82.0,7,293,46.69,Overstock,85.2,2025-09-25
25055,908,163,236,7.0,1,119,31.33,Overstock,444.38,2025-08-31
25056,1041,128,479,1.0,3,56,32.6,Overstock,200.5,2025-01-19
25057,1040,140,180,13.0,9,141,13.91,Overstock,105.47,2025-05-08
25058,1919,175,71,20.0,8,77,35.48,Overstock,199.86,2025-02-26
25059,666,162,314,1.0,6,66,31.85,Overstock,198.45,2025-03-16
25060,643,180,309,12.0,6,172,46.83,Overstock,209.38,2025-04-14
25061,1109,151,83,12.0,6,177,7.01,Overstock,439.44,2025-09-17
25062,1750,160,250,6.0,5,288,11.21,Overstock,198.62,2025-01-24
25063,270,105,174,19.0,5,4,15.08,Overstock,81.56,2025-03-27
25064,1163,186,323,7.0,6,211,25.95,Overstock,20.17,2025-07-22
25065,1563,197,445,20.0,10,14,33.27,Overstock,110.36,2024-10-06
25066,361,23,454,4.0,1,276,18.03,Overstock,291.02,2024-10-05
25067,391,88,50,17.0,10,328,8.74,OK,476.49,2025-08-02
25068,1953,18,481,1.0,5,85,8.45,Overstock,447.11,2025-09-08
25069,995,140,229,11.0,7,300,20.67,Overstock,20.66,2025-02-02
25070,445,92,62,19.0,6,40,44.37,OK,437.19,2024-11-03
25071,1818,128,369,4.0,1,279,41.82,Overstock,35.83,2025-03-08
25072,52,32,952,97.0,5,23,48.83,Overstock,480.17,2025-02-07
25073,524,166,359,19.0,6,124,44.56,Overstock,358.7,2024-12-26
25074,1327,185,73,14.0,4,330,18.21,Overstock,105.84,2024-10-08
25075,1563,90,304,9.0,10,365,23.92,Overstock,290.58,2025-06-28
25076,1125,109,186,1.0,5,95,29.7,Overstock,429.54,2025-02-03
25077,1845,58,304,7.0,6,6,33.62,Overstock,134.4,2025-05-16
25078,801,1,400,11.0,8,115,30.94,Overstock,363.99,2025-02-28
25079,806,28,280,4.0,10,270,14.75,Overstock,257.51,2025-03-26
25080,933,110,383,15.0,10,209,45.74,Overstock,475.55,2025-03-19
25081,445,147,297,1.0,4,214,7.17,Overstock,254.45,2025-09-28
25082,1477,20,481,20.0,6,56,26.71,Overstock,334.5,2025-02-22
25083,1330,113,340,12.0,5,281,5.11,Overstock,478.05,2024-11-19
25084,1288,19,390,2.0,3,188,27.13,Overstock,316.33,2025-08-20
25085,1557,177,15,4.0,6,362,7.07,OK,23.01,2024-12-10
25086,1606,8,437,19.0,10,321,6.98,Overstock,315.28,2025-06-02
25087,1970,83,180,8.0,2,163,7.43,Overstock,258.47,2025-08-21
25088,307,12,303,5.0,7,313,34.47,Overstock,420.85,2025-08-22
25089,1994,89,315,11.0,9,247,44.64,Overstock,402.04,2025-07-01
25090,803,151,147,5.0,10,251,34.94,Overstock,214.48,2025-08-15
25091,883,105,192,1.0,7,117,47.82,Overstock,54.13,2025-09-06
25092,1252,162,127,13.0,7,73,5.27,Overstock,372.53,2025-08-26
25093,1116,171,33,12.0,4,302,39.39,OK,442.39,2025-04-16
25094,801,161,410,4.0,8,208,10.16,Overstock,391.73,2025-06-05
25095,535,162,384,18.0,3,269,22.91,Overstock,438.6,2025-07-06
25096,1736,95,142,5.0,5,300,38.02,Overstock,370.62,2025-07-12
25097,634,195,130,16.0,7,156,45.11,Overstock,349.48,2025-01-06
25098,1453,76,335,1.0,3,115,11.84,Overstock,244.16,2025-08-08
25099,412,26,241,8.0,10,157,15.99,Overstock,86.72,2025-01-19
25100,992,168,235,9.0,6,301,38.01,Overstock,487.8,2025-04-02
25101,827,62,78,9.0,3,324,24.38,Overstock,18.98,2024-10-18
25102,658,58,398,4.0,1,272,16.88,Overstock,307.16,2025-09-02
25103,404,56,216,17.0,4,254,35.05,Overstock,329.79,2025-04-12
25104,1158,120,18,7.0,2,20,13.9,OK,206.13,2025-05-19
25105,1520,160,41,13.0,8,102,23.42,OK,376.44,2025-03-11
25106,1606,4,71,12.0,2,258,34.95,Overstock,235.82,2025-07-25
25107,1060,165,104,17.0,1,343,6.3,Overstock,184.94,2025-08-14
25108,360,131,128,20.0,2,219,14.11,Overstock,98.71,2024-10-03
25109,1827,132,291,18.0,1,220,6.51,Overstock,256.52,2025-04-25
25110,950,100,136,17.0,5,184,38.89,Overstock,247.77,2025-02-04
25111,1826,87,97,7.0,2,178,12.43,Overstock,212.53,2025-02-27
25112,723,124,223,14.0,3,16,12.93,Overstock,155.2,2025-08-19
25113,1940,140,392,12.0,4,283,28.42,Overstock,481.68,2025-06-06
25114,314,37,204,2.0,7,62,45.81,Overstock,137.44,2025-09-18
25115,780,34,83,7.0,1,349,42.42,Overstock,436.62,2024-11-16
25116,364,147,59,13.0,10,238,36.78,OK,440.5,2025-07-05
25117,1954,189,22,4.0,7,151,37.39,OK,471.73,2025-02-18
25118,1008,42,500,3.0,9,183,16.92,Overstock,104.75,2024-10-22
25119,1734,163,357,7.0,5,11,26.38,Overstock,376.47,2025-06-06
25120,1823,38,459,20.0,4,220,47.3,Overstock,350.14,2025-01-02
25121,1397,166,59,5.0,1,170,28.16,Overstock,191.39,2025-03-10
25122,6,128,467,58.0,8,303,40.49,Overstock,315.49,2024-10-21
25123,1965,167,46,16.0,7,156,20.63,OK,404.76,2025-07-22
25124,938,156,450,18.0,3,188,38.33,Overstock,375.36,2024-11-03
25125,1149,114,135,15.0,3,352,49.23,Overstock,98.16,2025-06-24
25126,1014,118,269,18.0,3,334,33.16,Overstock,415.78,2024-11-09
25127,290,162,300,6.0,8,142,36.01,Overstock,78.71,2024-12-12
25128,1009,7,165,14.0,8,274,49.16,Overstock,125.3,2024-11-27
25129,906,169,341,17.0,7,213,43.4,Overstock,288.0,2024-11-22
25130,88,70,502,66.0,3,236,29.35,Overstock,164.42,2025-08-15
25131,464,16,296,9.0,5,148,48.65,Overstock,223.78,2025-01-19
25132,1288,144,191,13.0,10,259,25.96,Overstock,217.4,2025-01-20
25133,450,2,293,1.0,3,356,5.94,Overstock,179.69,2025-07-18
25134,1284,105,288,15.0,5,316,22.81,Overstock,30.12,2025-08-30
25135,1473,187,137,10.0,2,290,18.92,Overstock,458.74,2024-12-04
25136,1184,123,69,12.0,6,237,11.55,Overstock,498.14,2025-02-26
25137,98,181,881,77.0,4,225,46.77,Overstock,417.32,2024-12-12
25138,451,136,187,2.0,1,234,19.11,Overstock,280.69,2024-10-06
25139,1831,176,257,7.0,9,288,10.51,Overstock,5.1,2025-02-20
25140,1333,135,484,11.0,8,235,7.86,Overstock,20.42,2025-08-11
25141,992,7,221,16.0,2,184,49.44,Overstock,329.39,2025-08-08
25142,815,145,409,14.0,1,212,24.78,Overstock,228.68,2024-11-28
25143,1021,144,83,2.0,7,10,46.94,Overstock,421.77,2025-08-24
25144,622,140,449,19.0,7,236,18.86,Overstock,481.69,2025-07-08
25145,95,72,625,98.0,4,34,27.44,Overstock,297.45,2025-05-23
25146,208,114,43,4.0,7,50,19.63,OK,36.85,2025-05-15
25147,1772,174,21,19.0,3,66,30.82,OK,71.05,2025-01-02
25148,1134,78,492,18.0,8,171,37.68,Overstock,425.16,2025-04-29
25149,135,118,585,98.0,4,177,5.42,Overstock,359.8,2025-09-29
25150,1524,167,390,3.0,1,360,24.33,Overstock,66.54,2024-12-14
25151,1562,168,455,4.0,8,82,28.37,Overstock,34.81,2024-10-02
25152,116,170,910,64.0,8,256,8.64,Overstock,200.66,2024-12-05
25153,971,173,324,7.0,1,347,10.98,Overstock,409.73,2024-11-27
25154,438,57,376,8.0,1,74,49.56,Overstock,161.44,2025-05-11
25155,503,43,393,3.0,8,96,6.14,Overstock,353.76,2025-09-03
25156,1027,26,191,12.0,4,93,37.7,Overstock,254.35,2024-12-05
25157,1361,135,363,7.0,9,232,27.57,Overstock,499.43,2025-07-14
25158,660,165,270,9.0,6,359,27.15,Overstock,379.44,2024-12-01
25159,1490,175,348,13.0,3,98,34.3,Overstock,363.17,2025-03-11
25160,1120,74,98,12.0,6,311,22.07,Overstock,270.07,2024-12-26
25161,1662,153,467,2.0,7,193,18.72,Overstock,239.41,2024-11-18
25162,127,119,783,81.0,10,308,12.51,Overstock,402.34,2025-08-07
25163,1389,146,166,2.0,8,176,21.13,Overstock,54.07,2024-12-02
25164,269,50,74,8.0,8,221,24.44,Overstock,74.11,2025-08-06
25165,1588,137,214,12.0,1,32,20.32,Overstock,380.37,2025-05-23
25166,1488,115,191,1.0,7,176,12.86,Overstock,321.94,2025-03-28
25167,239,4,242,4.0,4,327,39.44,Overstock,291.57,2025-09-09
25168,258,100,408,8.0,2,233,13.91,Overstock,26.6,2024-10-08
25169,1547,107,215,15.0,10,96,18.33,Overstock,450.99,2025-08-19
25170,434,131,244,12.0,10,34,14.94,Overstock,139.12,2025-03-18
25171,538,150,298,15.0,10,196,9.92,Overstock,385.8,2025-02-18
25172,1997,41,67,6.0,2,39,7.72,Overstock,487.48,2025-01-26
25173,1577,65,211,1.0,7,292,30.76,Overstock,346.64,2025-04-01
25174,261,115,359,14.0,9,34,37.08,Overstock,204.15,2025-06-17
25175,811,11,404,16.0,2,163,8.98,Overstock,378.61,2024-11-23
25176,1581,157,226,15.0,7,22,45.98,Overstock,292.24,2025-03-25
25177,825,175,59,10.0,5,309,28.16,OK,56.8,2024-10-20
25178,1022,136,307,8.0,9,180,18.99,Overstock,220.51,2024-11-18
25179,993,194,486,1.0,9,229,49.73,Overstock,213.79,2024-11-07
25180,1557,29,110,19.0,9,228,18.28,Overstock,107.42,2025-02-05
25181,920,169,244,7.0,9,232,9.36,Overstock,465.39,2025-06-04
25182,80,142,881,54.0,4,270,12.08,Overstock,135.12,2025-09-27
25183,1765,18,140,10.0,2,276,43.08,Overstock,385.57,2025-04-19
25184,496,157,40,19.0,7,5,44.78,OK,441.53,2024-10-12
25185,1761,48,83,12.0,10,295,17.6,Overstock,456.02,2025-01-18
25186,427,175,471,5.0,6,296,26.49,Overstock,256.77,2025-05-11
25187,1191,106,107,3.0,3,210,46.73,Overstock,485.03,2025-08-21
25188,1365,8,427,12.0,10,84,15.92,Overstock,50.17,2025-02-11
25189,781,112,284,5.0,7,229,42.98,Overstock,67.07,2025-09-04
25190,1683,189,60,17.0,5,220,38.29,OK,243.57,2025-05-29
25191,346,192,495,3.0,5,50,38.19,Overstock,330.3,2024-10-17
25192,1240,155,458,20.0,4,185,46.53,Overstock,79.33,2024-10-16
25193,1588,21,122,11.0,8,258,14.48,Overstock,499.63,2025-05-24
25194,1453,34,69,10.0,8,355,27.26,Overstock,101.58,2024-11-30
25195,1058,17,325,12.0,3,300,22.03,Overstock,162.62,2025-05-08
25196,1815,7,315,17.0,5,3,39.21,Overstock,459.63,2025-09-25
25197,1371,120,384,20.0,6,362,13.44,Overstock,461.38,2024-11-03
25198,823,65,99,3.0,5,342,46.87,Overstock,235.06,2025-01-23
25199,1316,23,371,13.0,10,343,9.94,Overstock,429.66,2025-05-07
25200,1472,101,495,15.0,9,181,16.3,Overstock,58.33,2025-04-16
25201,941,161,182,2.0,7,230,43.44,Overstock,214.61,2025-05-06
25202,1372,67,437,16.0,3,187,40.34,Overstock,392.29,2025-09-23
25203,18,103,834,57.0,4,251,28.15,Overstock,440.58,2024-11-13
25204,1327,52,398,2.0,8,270,6.83,Overstock,139.32,2024-11-12
25205,1646,46,25,16.0,10,151,45.62,OK,173.21,2025-09-04
25206,428,45,311,6.0,1,98,8.38,Overstock,294.05,2025-02-05
25207,1963,50,251,5.0,9,332,31.05,Overstock,393.29,2025-06-08
25208,1476,20,135,13.0,6,315,17.41,Overstock,295.06,2025-05-10
25209,269,124,258,14.0,7,115,14.1,Overstock,382.43,2024-10-26
25210,1325,11,404,10.0,5,143,32.47,Overstock,93.67,2025-09-27
25211,1675,135,96,18.0,2,276,7.09,Overstock,82.54,2025-05-04
25212,299,83,187,10.0,5,49,26.78,Overstock,494.25,2025-08-07
25213,1650,133,151,4.0,3,295,32.86,Overstock,142.17,2025-07-14
25214,1648,122,361,9.0,5,9,7.23,Overstock,405.14,2025-07-31
25215,1653,130,351,11.0,7,219,48.66,Overstock,16.55,2024-11-03
25216,1695,113,492,20.0,10,211,41.39,Overstock,353.37,2025-03-17
25217,1245,87,284,5.0,2,325,32.49,Overstock,30.88,2025-02-06
25218,578,52,404,3.0,1,10,17.63,Overstock,416.1,2025-02-12
25219,480,15,83,15.0,3,153,13.53,Overstock,235.28,2025-01-17
25220,538,172,170,1.0,5,305,39.15,Overstock,107.16,2025-01-16
25221,1060,59,411,11.0,1,72,24.39,Overstock,86.61,2024-11-02
25222,1172,136,230,20.0,5,360,35.03,Overstock,138.97,2024-12-22
25223,584,188,87,7.0,10,307,19.34,Overstock,77.39,2025-07-29
25224,1902,37,488,7.0,10,15,38.18,Overstock,296.03,2025-06-20
25225,110,153,738,67.0,5,24,23.62,Overstock,423.63,2025-06-24
25226,1060,197,83,7.0,9,280,30.43,Overstock,43.99,2025-01-19
25227,902,58,484,18.0,6,298,31.12,Overstock,321.4,2025-06-03
25228,318,152,364,3.0,8,275,21.02,Overstock,148.92,2025-01-30
25229,1314,184,213,4.0,5,125,20.51,Overstock,55.28,2025-08-30
25230,1407,19,485,19.0,4,147,18.71,Overstock,11.44,2025-04-11
25231,1373,95,130,6.0,8,110,24.55,Overstock,253.56,2025-01-27
25232,1091,197,239,17.0,8,145,38.72,Overstock,89.01,2024-11-21
25233,1566,71,43,17.0,1,35,10.06,OK,258.21,2025-04-05
25234,631,189,106,12.0,6,295,39.41,Overstock,329.39,2024-12-05
25235,631,126,458,16.0,2,148,46.16,Overstock,57.37,2025-04-03
25236,1905,3,177,13.0,9,147,49.33,Overstock,115.17,2025-07-11
25237,875,55,79,1.0,5,192,47.27,Overstock,133.6,2024-11-20
25238,127,164,312,64.0,3,276,32.16,Overstock,184.82,2024-11-07
25239,1197,119,359,15.0,7,173,34.46,Overstock,342.48,2025-08-02
25240,1420,142,341,11.0,10,10,5.42,Overstock,324.19,2025-09-28
25241,1960,131,435,17.0,8,8,39.6,Overstock,254.04,2025-01-20
25242,267,88,217,13.0,4,302,49.54,Overstock,13.8,2025-01-09
25243,1308,42,240,19.0,9,11,20.25,Overstock,73.84,2025-03-23
25244,221,151,315,19.0,3,20,36.73,Overstock,131.57,2025-06-27
25245,1996,93,41,19.0,6,301,16.34,OK,282.85,2025-08-12
25246,1542,8,97,15.0,7,141,11.94,Overstock,297.54,2025-07-03
25247,977,158,494,1.0,7,96,37.14,Overstock,406.89,2025-08-29
25248,797,134,486,13.0,1,56,45.75,Overstock,273.53,2024-10-13
25249,1362,141,357,17.0,9,128,35.0,Overstock,309.6,2025-07-05
25250,1020,142,150,2.0,7,255,27.61,Overstock,461.47,2025-09-16
25251,1711,147,55,20.0,1,97,28.34,OK,371.08,2025-03-18
25252,852,118,118,7.0,3,264,42.73,Overstock,281.87,2025-05-29
25253,617,105,66,3.0,3,307,18.42,Overstock,465.56,2025-05-19
25254,638,175,409,11.0,6,174,42.13,Overstock,63.24,2025-04-15
25255,1924,154,233,1.0,6,11,36.42,Overstock,107.95,2025-07-14
25256,1396,53,379,13.0,1,211,19.39,Overstock,337.64,2024-12-22
25257,166,172,562,99.0,2,261,9.25,Overstock,347.37,2024-12-13
25258,593,105,136,16.0,1,139,25.78,Overstock,133.66,2024-10-01
25259,1313,105,36,10.0,9,307,18.8,OK,161.7,2025-03-16
25260,338,93,47,3.0,4,16,19.96,OK,138.06,2025-07-22
25261,768,30,458,3.0,10,15,47.7,Overstock,444.56,2025-02-27
25262,1819,38,27,19.0,6,150,5.2,OK,150.66,2024-11-14
25263,1117,162,293,6.0,9,364,20.77,Overstock,225.4,2025-02-15
25264,1528,77,156,19.0,4,144,46.37,Overstock,334.46,2025-02-13
25265,1414,76,269,5.0,9,114,16.51,Overstock,246.2,2025-02-05
25266,1495,24,265,20.0,4,77,28.86,Overstock,337.07,2025-03-02
25267,1319,38,327,12.0,5,327,49.18,Overstock,104.64,2024-10-18
25268,858,4,190,6.0,1,119,34.68,Overstock,228.09,2025-07-19
25269,874,14,345,8.0,3,211,9.91,Overstock,419.4,2024-12-10
25270,768,6,416,11.0,7,286,19.54,Overstock,5.14,2024-11-01
25271,521,48,423,4.0,7,96,8.29,Overstock,411.1,2024-11-02
25272,867,171,196,10.0,6,223,10.57,Overstock,271.21,2025-09-09
25273,898,67,475,19.0,1,315,5.53,Overstock,18.13,2025-09-26
25274,310,178,315,13.0,4,167,8.77,Overstock,353.86,2025-07-13
25275,1357,62,291,6.0,5,241,12.7,Overstock,345.46,2024-12-10
25276,1272,134,301,10.0,5,323,5.45,Overstock,126.2,2024-11-30
25277,754,157,267,16.0,10,12,33.97,Overstock,238.84,2025-07-24
25278,307,74,195,10.0,5,175,41.82,Overstock,77.06,2025-09-02
25279,1898,150,181,9.0,5,315,14.28,Overstock,485.52,2025-08-11
25280,888,55,402,11.0,1,39,20.49,Overstock,332.74,2025-02-26
25281,1357,17,393,8.0,2,2,46.9,Overstock,481.08,2024-10-03
25282,1560,157,486,11.0,1,332,24.5,Overstock,230.21,2025-09-11
25283,1590,101,206,13.0,1,217,9.13,Overstock,74.4,2024-12-27
25284,909,146,239,3.0,2,14,49.06,Overstock,17.23,2025-06-14
25285,213,61,452,11.0,7,292,36.59,Overstock,236.63,2025-04-15
25286,241,10,208,9.0,3,312,40.87,Overstock,61.0,2025-05-04
25287,971,28,462,14.0,8,275,43.82,Overstock,333.21,2025-08-19
25288,1857,66,198,18.0,7,17,33.78,Overstock,350.56,2024-11-10
25289,735,34,273,3.0,10,158,10.72,Overstock,80.92,2025-07-02
25290,933,156,201,15.0,3,130,15.13,Overstock,424.58,2025-03-12
25291,1747,162,115,10.0,9,320,41.38,Overstock,332.69,2024-12-08
25292,1822,59,75,16.0,8,136,44.12,Overstock,469.79,2025-08-31
25293,1175,7,355,3.0,5,189,7.6,Overstock,334.89,2025-01-11
25294,1430,30,110,2.0,7,227,25.93,Overstock,454.21,2025-06-21
25295,724,78,270,3.0,4,286,15.94,Overstock,28.53,2025-02-13
25296,205,90,315,16.0,1,107,10.58,Overstock,134.26,2025-07-16
25297,1631,151,306,16.0,4,67,18.8,Overstock,335.48,2025-05-31
25298,1417,59,303,4.0,2,314,31.66,Overstock,150.2,2025-04-30
25299,1482,75,180,14.0,5,312,45.64,Overstock,475.72,2024-12-21
25300,1280,72,467,3.0,8,341,28.37,Overstock,240.48,2025-08-11
25301,161,89,561,67.0,8,94,34.51,Overstock,474.96,2025-03-02
25302,1498,200,118,14.0,7,210,5.61,Overstock,82.44,2025-05-13
25303,1196,11,166,7.0,10,191,43.48,Overstock,17.97,2025-05-29
25304,721,175,281,9.0,6,294,7.97,Overstock,175.31,2025-03-04
25305,1530,169,290,13.0,6,320,16.82,Overstock,11.82,2024-11-08
25306,234,31,286,10.0,3,140,37.76,Overstock,138.09,2025-07-23
25307,680,91,480,20.0,1,235,18.7,Overstock,65.42,2025-01-06
25308,980,36,201,10.0,6,232,7.73,Overstock,414.63,2025-07-05
25309,869,60,79,2.0,3,71,16.4,Overstock,354.69,2025-07-21
25310,945,69,174,9.0,1,306,20.77,Overstock,210.89,2024-12-26
25311,530,107,83,8.0,9,114,14.35,Overstock,408.66,2025-03-14
25312,217,62,176,17.0,3,142,20.2,Overstock,234.24,2025-08-28
25313,812,156,411,14.0,2,294,46.26,Overstock,293.42,2025-05-31
25314,1946,60,11,4.0,1,227,37.98,OK,368.5,2025-01-18
25315,1183,38,151,7.0,6,150,27.66,Overstock,383.13,2025-08-13
25316,1933,185,168,14.0,3,271,46.24,Overstock,142.14,2025-07-01
25317,694,176,157,13.0,3,209,25.61,Overstock,308.25,2025-09-09
25318,397,136,191,3.0,3,223,47.25,Overstock,275.54,2024-10-01
25319,1935,153,356,3.0,5,115,38.09,Overstock,275.64,2025-07-22
25320,455,139,83,6.0,10,175,8.29,Overstock,75.68,2025-09-17
25321,1039,27,420,11.0,7,55,41.12,Overstock,23.05,2025-09-26
25322,1179,146,343,10.0,6,44,29.94,Overstock,137.77,2025-06-28
25323,1839,7,148,4.0,8,34,18.52,Overstock,84.31,2025-04-23
25324,1908,160,56,16.0,6,169,34.38,OK,386.73,2025-02-06
25325,978,131,225,15.0,8,271,37.79,Overstock,22.45,2025-01-25
25326,926,54,198,18.0,7,237,26.51,Overstock,321.73,2024-11-25
25327,1165,149,324,2.0,5,221,42.22,Overstock,349.26,2025-07-06
25328,1718,65,195,2.0,1,35,34.91,Overstock,282.61,2025-02-16
25329,694,131,173,18.0,4,326,22.31,Overstock,333.06,2025-04-28
25330,393,141,184,1.0,2,182,19.16,Overstock,407.67,2025-02-13
25331,322,97,497,15.0,6,18,36.71,Overstock,353.5,2024-12-27
25332,385,130,474,9.0,5,124,14.73,Overstock,424.31,2025-05-07
25333,753,42,200,17.0,9,184,18.08,Overstock,326.37,2025-08-01
25334,1232,73,336,15.0,10,227,10.07,Overstock,233.77,2025-05-29
25335,1792,92,59,16.0,1,34,7.91,OK,96.2,2024-10-21
25336,1381,136,227,11.0,7,234,37.57,Overstock,298.36,2025-04-03
25337,1102,197,253,3.0,6,87,44.74,Overstock,486.18,2025-09-17
25338,50,190,964,93.0,4,84,23.94,Overstock,126.01,2024-10-27
25339,1106,33,209,1.0,9,363,9.28,Overstock,174.6,2024-11-10
25340,1388,94,60,9.0,5,259,43.55,Overstock,37.83,2025-02-01
25341,971,135,30,10.0,1,287,18.28,OK,259.97,2025-08-08
25342,866,193,41,18.0,2,281,7.2,OK,350.71,2025-05-17
25343,50,118,641,78.0,4,77,46.75,Overstock,411.27,2025-04-24
25344,1178,18,90,14.0,8,365,46.69,Overstock,496.92,2024-11-29
25345,840,75,396,14.0,10,185,5.05,Overstock,148.72,2025-05-23
25346,429,134,268,19.0,9,253,7.56,Overstock,160.78,2025-02-13
25347,1620,150,335,16.0,9,252,49.48,Overstock,389.21,2025-02-26
25348,1853,189,316,10.0,10,222,24.15,Overstock,122.02,2025-06-18
25349,733,40,63,5.0,7,222,27.59,Overstock,272.49,2025-09-25
25350,1497,156,401,7.0,10,143,28.89,Overstock,444.61,2025-03-14
25351,995,158,213,2.0,8,184,36.35,Overstock,287.86,2025-09-06
25352,340,14,427,20.0,3,48,27.67,Overstock,98.12,2025-04-26
25353,1,194,1000,56.0,1,253,14.99,Overstock,474.37,2025-09-02
25354,1380,187,221,2.0,8,284,11.7,Overstock,359.15,2024-10-03
25355,1552,61,229,11.0,8,192,32.99,Overstock,6.96,2025-06-23
25356,450,43,282,6.0,3,72,24.8,Overstock,318.18,2025-04-11
25357,1188,137,109,1.0,3,206,36.84,Overstock,496.55,2024-11-24
25358,432,112,413,5.0,10,293,46.41,Overstock,298.96,2025-02-11
25359,844,32,196,5.0,9,336,41.15,Overstock,467.87,2024-10-30
25360,1006,66,72,5.0,3,167,16.49,Overstock,423.22,2025-09-23
25361,439,66,320,3.0,2,119,44.32,Overstock,479.4,2025-05-26
25362,1299,152,345,17.0,7,126,16.03,Overstock,125.04,2025-07-15
25363,1018,99,155,11.0,8,246,11.16,Overstock,168.89,2025-03-08
25364,931,135,309,10.0,5,154,31.96,Overstock,229.48,2024-12-09
25365,153,27,340,70.0,3,22,27.87,Overstock,471.45,2025-04-20
25366,1918,24,224,7.0,9,257,39.99,Overstock,155.49,2025-07-18
25367,1565,117,51,7.0,3,1,5.19,OK,232.45,2025-02-08
25368,1962,121,192,7.0,8,137,33.16,Overstock,93.14,2025-06-29
25369,280,13,335,10.0,4,250,28.69,Overstock,36.56,2025-08-02
25370,1882,170,248,2.0,1,88,10.55,Overstock,266.04,2025-09-18
25371,1755,58,267,11.0,10,98,23.78,Overstock,254.12,2025-05-15
25372,505,71,137,11.0,1,177,37.67,Overstock,266.25,2024-12-27
25373,394,84,29,13.0,6,285,47.35,OK,84.53,2024-10-20
25374,584,115,37,15.0,1,224,48.15,OK,19.36,2025-07-25
25375,854,91,483,20.0,6,15,31.93,Overstock,331.69,2024-10-07
25376,1711,113,404,5.0,2,18,25.03,Overstock,302.4,2025-02-17
25377,1128,134,405,14.0,2,343,31.77,Overstock,152.59,2025-06-26
25378,616,68,186,4.0,7,349,9.56,Overstock,486.4,2025-04-23
25379,1327,108,65,17.0,8,79,23.33,OK,301.98,2025-03-07
25380,1573,179,488,12.0,1,256,49.67,Overstock,65.31,2025-03-04
25381,1865,179,18,8.0,5,11,13.65,OK,315.83,2024-12-24
25382,1475,69,467,1.0,10,234,9.74,Overstock,161.34,2024-12-23
25383,620,116,56,9.0,10,290,17.58,OK,163.03,2025-01-27
25384,1947,180,222,9.0,5,343,30.48,Overstock,240.38,2024-11-02
25385,565,182,40,6.0,2,273,38.84,OK,54.71,2025-02-23
25386,1001,113,498,10.0,1,46,14.45,Overstock,252.24,2024-12-29
25387,1596,115,96,3.0,8,35,17.74,Overstock,26.52,2025-09-10
25388,1579,162,99,13.0,9,150,49.04,Overstock,452.73,2025-02-23
25389,641,79,38,15.0,6,84,49.59,OK,422.84,2024-12-04
25390,769,174,424,3.0,4,269,46.46,Overstock,480.64,2025-04-12
25391,977,148,258,7.0,8,40,44.69,Overstock,273.28,2025-05-08
25392,1543,192,445,18.0,10,356,12.34,Overstock,357.22,2025-03-26
25393,15,98,852,78.0,4,305,33.25,Overstock,272.2,2025-08-21
25394,1791,60,372,17.0,3,79,42.59,Overstock,453.35,2024-10-18
25395,916,168,299,9.0,7,339,34.44,Overstock,457.62,2025-07-03
25396,1080,75,249,11.0,8,250,26.29,Overstock,455.87,2025-03-27
25397,248,117,373,2.0,10,252,47.14,Overstock,303.42,2025-06-26
25398,1833,194,189,17.0,2,219,49.1,Overstock,343.51,2025-04-03
25399,985,106,39,4.0,10,47,32.0,OK,124.27,2025-02-15
25400,489,64,137,16.0,8,220,24.2,Overstock,53.94,2025-05-18
25401,538,10,272,13.0,5,198,30.1,Overstock,49.24,2025-10-01
25402,92,151,441,63.0,1,95,29.8,Overstock,120.06,2025-08-06
25403,1246,124,285,4.0,5,330,10.51,Overstock,217.6,2025-05-03
25404,1666,1,38,17.0,3,70,15.61,OK,410.18,2025-01-30
25405,500,2,43,16.0,1,299,21.2,OK,218.61,2025-01-11
25406,136,110,871,51.0,3,358,20.6,Overstock,125.64,2025-01-21
25407,268,147,55,19.0,6,34,5.84,OK,246.08,2025-06-05
25408,1589,113,105,7.0,9,192,43.72,Overstock,64.5,2025-05-15
25409,62,50,521,75.0,2,112,44.5,Overstock,223.83,2024-11-21
25410,1213,194,194,12.0,7,203,9.48,Overstock,341.42,2025-09-07
25411,1665,179,470,7.0,7,192,17.7,Overstock,313.07,2024-11-11
25412,1137,139,480,2.0,6,68,20.95,Overstock,215.41,2025-06-23
25413,307,25,490,19.0,3,146,42.97,Overstock,269.5,2024-11-08
25414,1638,171,77,5.0,10,258,20.71,Overstock,316.26,2024-12-23
25415,730,132,109,13.0,3,183,36.8,Overstock,470.87,2025-05-05
25416,1229,167,111,8.0,9,181,6.96,Overstock,42.81,2025-05-27
25417,261,149,365,18.0,4,152,11.45,Overstock,25.25,2024-10-12
25418,1695,45,210,4.0,10,81,33.69,Overstock,220.4,2024-11-08
25419,1352,163,94,3.0,9,17,32.89,Overstock,322.5,2025-05-12
25420,1448,119,404,5.0,5,78,13.32,Overstock,6.82,2025-04-04
25421,897,23,479,12.0,1,41,8.86,Overstock,171.19,2025-08-29
